age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,MarriedN,OrientationN,ReligionN
16,Never,Hetero,Other,1.0,7.0,7.0,7.0,7.0,5.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0
16,Never,New Types,Christian Other,6.0,4.0,7.0,4.0,7.0,7.0,1.0,4.0,2.0,4.0,4.0,1.0,5.0,2.0
17,Never,Homo,Christian,2.0,2.0,2.0,6.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0
13,Never,New Types,Christian,1.0,7.0,4.0,4.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0
19,Never,Hetero,Muslim,2.0,3.0,6.0,5.0,5.0,6.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0
20,Never,Hetero,Christian,2.0,6.0,1.0,7.0,7.0,2.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0
17,Never,Bi,Christian Other,2.0,6.0,5.0,2.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0
29,Never,Bi,Atheist,7.0,4.0,5.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0
16,Never,Bi,Other,1.0,5.0,7.0,7.0,1.0,7.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0
18,Never,Bi,Atheist,1.0,5.0,7.0,7.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0
15,Never,Hetero,Protestant,5.0,6.0,6.0,4.0,4.0,7.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,6.0
18,Never,Hetero,Protestant,6.0,6.0,6.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,6.0
20,Never,Hetero,Agnostic,5.0,4.0,6.0,5.0,7.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0
31,Never,Hetero,Other,5.0,5.0,5.0,6.0,7.0,6.0,6.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0
34,Previously,Hetero,Agnostic,3.0,6.0,1.0,5.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0
17,Never,Bi,Agnostic,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,7.0
19,Never,Hetero,Christian Other,1.0,5.0,7.0,6.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0
18,Never,Hetero,Other,1.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
19,Never,Hetero,Atheist,2.0,7.0,1.0,5.0,4.0,7.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0
19,Never,Bi,Christian,2.0,5.0,4.0,7.0,4.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0
15,Never,Hetero,Christian,7.0,3.0,6.0,1.0,7.0,6.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0
15,Never,Hetero,Protestant,1.0,5.0,7.0,6.0,2.0,7.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,6.0
22,Never,Bi,Agnostic,3.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,7.0
19,Never,Hetero,Christian,1.0,5.0,6.0,6.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0
20,Never,Hetero,Christian Other,2.0,3.0,5.0,6.0,2.0,7.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0
16,Never,Asexual,Agnostic,1.0,5.0,7.0,7.0,1.0,6.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,7.0
15,Never,Hetero,Christian Other,4.0,7.0,7.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0
16,Never,Bi,Christian Other,7.0,1.0,7.0,1.0,2.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0
19,Never,Bi,Agnostic,1.0,6.0,6.0,7.0,1.0,7.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,7.0
16,Never,New Types,Agnostic,3.0,5.0,1.0,5.0,1.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,5.0,7.0
19,Never,Hetero,Hindu,5.0,4.0,6.0,6.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,8.0
18,Never,Hetero,Atheist,5.0,5.0,5.0,7.0,7.0,5.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0
42,Never,Hetero,Protestant,6.0,2.0,1.0,6.0,7.0,6.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0
15,Never,Hetero,Agnostic,5.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0
17,Never,Hetero,Agnostic,5.0,6.0,2.0,6.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0
17,Never,Bi,Agnostic,5.0,6.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0
17,Never,Bi,Agnostic,5.0,6.0,5.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0
21,Never,Bi,Christian,5.0,2.0,6.0,5.0,7.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0
23,Never,Hetero,Atheist,2.0,6.0,6.0,7.0,2.0,5.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0
17,Never,Hetero,Muslim,7.0,2.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0
26,Never,Hetero,Christian Other,5.0,6.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
43,Never,Hetero,Christian,7.0,7.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
16,Never,Bi,Agnostic,4.0,4.0,7.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,7.0
17,Never,Bi,Atheist,2.0,3.0,6.0,6.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0
16,Never,Bi,Agnostic,5.0,2.0,5.0,6.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,7.0
13,Never,Hetero,Atheist,1.0,4.0,3.0,6.0,1.0,3.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0
35,Married,Hetero,Agnostic,1.0,7.0,6.0,7.0,7.0,1.0,6.0,3.0,3.0,3.0,4.0,3.0,1.0,7.0
25,Never,Hetero,Other,6.0,3.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
16,Never,Homo,Christian,3.0,4.0,7.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0
16,Never,Homo,Christian,5.0,4.0,6.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0
24,Never,Hetero,Agnostic,4.0,5.0,6.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,7.0
16,Never,Homo,Muslim,2.0,3.0,1.0,7.0,3.0,7.0,7.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0
18,Never,Bi,Atheist,3.0,5.0,6.0,6.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0
18,Never,Bi,Atheist,3.0,5.0,6.0,6.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0
24,Never,Hetero,Agnostic,3.0,3.0,4.0,7.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,7.0
18,Never,Hetero,Other,3.0,2.0,7.0,3.0,4.0,6.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0
23,Never,Bi,Agnostic,1.0,6.0,2.0,6.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0
22,Never,Hetero,Agnostic,5.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,7.0
61,Married,Hetero,Christian,4.0,6.0,6.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0
21,Never,Hetero,Agnostic,2.0,1.0,5.0,4.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0
20,Never,Bi,Atheist,5.0,1.0,2.0,6.0,2.0,7.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0
23,Never,Hetero,Other,4.0,6.0,5.0,5.0,3.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
17,Never,Asexual,Christian Other,1.0,7.0,1.0,6.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
23,Never,New Types,Muslim,3.0,6.0,6.0,7.0,2.0,5.0,5.0,2.0,3.0,2.0,4.0,1.0,5.0,4.0
16,Never,Asexual,Agnostic,2.0,3.0,5.0,6.0,3.0,2.0,6.0,3.0,3.0,2.0,3.0,1.0,3.0,7.0
21,Never,Hetero,Agnostic,6.0,4.0,1.0,1.0,3.0,5.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,7.0
26,Never,Bi,Agnostic,5.0,2.0,6.0,6.0,2.0,7.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,7.0
40,Previously,Hetero,Atheist,2.0,1.0,6.0,6.0,1.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0
18,Never,Hetero,Christian Other,7.0,6.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
16,Never,Hetero,Other,2.0,4.0,5.0,6.0,7.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
20,Never,Bi,Atheist,3.0,6.0,4.0,6.0,7.0,3.0,6.0,3.0,3.0,3.0,4.0,1.0,4.0,5.0
27,Never,Bi,Buddhist,5.0,4.0,5.0,6.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,9.0
22,Never,Hetero,Other,3.0,7.0,5.0,7.0,7.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
28,Never,Hetero,Atheist,1.0,4.0,1.0,6.0,2.0,6.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0
17,Never,Bi,Muslim,6.0,3.0,7.0,6.0,7.0,7.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0
22,Never,Bi,Other,2.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0
15,Never,Hetero,Christian,2.0,2.0,5.0,6.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0
15,Never,Hetero,Christian Other,3.0,4.0,7.0,7.0,1.0,6.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0
18,Never,Hetero,Christian Other,6.0,7.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
60,Never,Hetero,Christian,5.0,7.0,5.0,3.0,7.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
18,Never,Bi,Other,2.0,4.0,6.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0
20,Never,Hetero,Agnostic,2.0,4.0,7.0,6.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,7.0
20,Never,Homo,Atheist,5.0,2.0,1.0,5.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
14,Never,Hetero,Christian,7.0,3.0,6.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0
16,Never,Bi,Christian Other,6.0,5.0,4.0,2.0,1.0,3.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0
14,Never,Asexual,Agnostic,1.0,5.0,3.0,5.0,1.0,3.0,6.0,3.0,1.0,2.0,1.0,1.0,3.0,7.0
21,Never,Homo,Agnostic,6.0,6.0,3.0,6.0,1.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,7.0
15,Never,Bi,Christian,4.0,6.0,7.0,7.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0
14,Never,Asexual,Atheist,2.0,6.0,5.0,6.0,1.0,6.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0
17,Never,Hetero,Agnostic,1.0,5.0,6.0,7.0,2.0,7.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,7.0
18,Never,Hetero,Agnostic,6.0,6.0,1.0,4.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
20,Never,Hetero,Christian Other,1.0,2.0,7.0,7.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0
24,Never,Bi,Atheist,7.0,6.0,1.0,2.0,3.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0
40,Married,Hetero,Christian,7.0,7.0,5.0,2.0,7.0,5.0,5.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0
37,Previously,Hetero,Hindu,1.0,4.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,8.0
22,Never,Hetero,Agnostic,2.0,1.0,7.0,5.0,2.0,6.0,7.0,1.0,2.0,1.0,4.0,1.0,1.0,7.0
18,Never,Hetero,Atheist,4.0,7.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,5.0
23,Never,Homo,Protestant,1.0,6.0,6.0,7.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,6.0
46,Previously,Hetero,Protestant,1.0,1.0,6.0,7.0,1.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,6.0
57,Married,Hetero,Christian,6.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0
26,Never,Hetero,Atheist,1.0,7.0,5.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
41,Married,Hetero,Christian Other,3.0,7.0,2.0,7.0,7.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
17,Never,Hetero,Christian Other,2.0,7.0,3.0,7.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
22,Never,Hetero,Christian,2.0,3.0,2.0,6.0,7.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
55,Married,Hetero,Christian Other,1.0,7.0,5.0,6.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0
27,Never,Bi,Christian,7.0,5.0,4.0,2.0,1.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0
19,Never,Hetero,Atheist,3.0,6.0,6.0,2.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0
19,Never,Bi,Christian,1.0,4.0,5.0,7.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0
28,Never,Hetero,Christian Other,4.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0
19,Never,New Types,Other,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
23,Never,Hetero,Christian,6.0,6.0,2.0,2.0,7.0,3.0,7.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0
18,Never,Hetero,Mormon,2.0,2.0,5.0,5.0,2.0,7.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,10.0
16,Never,Homo,Muslim,1.0,1.0,7.0,7.0,1.0,7.0,5.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0
16,Never,Bi,Agnostic,1.0,7.0,6.0,7.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,7.0
22,Never,Hetero,Christian,5.0,2.0,5.0,4.0,7.0,6.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0
36,Married,Hetero,Christian Other,2.0,3.0,7.0,6.0,1.0,6.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0
18,Never,Bi,Agnostic,1.0,5.0,4.0,7.0,1.0,7.0,6.0,3.0,2.0,2.0,3.0,1.0,4.0,7.0
25,Never,Hetero,Agnostic,6.0,3.0,7.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
34,Never,Hetero,Christian Other,2.0,6.0,6.0,4.0,7.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0
30,Never,Hetero,Christian Other,6.0,3.0,5.0,1.0,7.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0
28,Previously,Hetero,Christian Other,2.0,1.0,6.0,5.0,3.0,7.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0
15,Never,Asexual,Christian,3.0,6.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0
27,Never,Hetero,Atheist,1.0,7.0,2.0,7.0,3.0,1.0,7.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0
16,Never,Homo,Atheist,1.0,6.0,5.0,7.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,5.0
16,Never,Hetero,Atheist,5.0,4.0,5.0,6.0,1.0,5.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0
36,Never,Hetero,Agnostic,6.0,6.0,6.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0
19,Never,Hetero,Atheist,2.0,3.0,5.0,4.0,3.0,7.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0
32,Never,Asexual,Agnostic,2.0,5.0,5.0,6.0,1.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,7.0
22,Never,Hetero,Christian,6.0,6.0,3.0,5.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0
40,Married,Hetero,Other,3.0,6.0,7.0,7.0,1.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0
18,Never,Bi,Atheist,4.0,4.0,5.0,6.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0
18,Never,Hetero,Atheist,5.0,7.0,5.0,5.0,2.0,7.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0
36,Previously,Hetero,Other,6.0,6.0,2.0,5.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
14,Never,New Types,Agnostic,4.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,7.0
16,Never,Hetero,Christian,6.0,2.0,6.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0
25,Never,Hetero,Agnostic,6.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0
18,Never,Hetero,Agnostic,2.0,5.0,5.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,7.0
15,Never,Bi,Hindu,6.0,7.0,7.0,5.0,1.0,7.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,8.0
56,Married,Hetero,Atheist,5.0,5.0,7.0,3.0,7.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0
43,Never,Hetero,Sikh,5.0,7.0,2.0,7.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,
21,Never,Hetero,Agnostic,5.0,3.0,7.0,6.0,7.0,6.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,7.0
14,Never,Homo,Christian Other,1.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0
42,Married,Hetero,Other,7.0,3.0,5.0,2.0,7.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0
21,Never,Hetero,Protestant,2.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0
71,Married,Hetero,Other,4.0,6.0,4.0,4.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
14,Never,Bi,Other,6.0,6.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0
37,Never,Hetero,Other,6.0,7.0,6.0,5.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
20,Never,Bi,Atheist,1.0,1.0,7.0,7.0,1.0,6.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0
26,Never,New Types,Other,5.0,2.0,2.0,6.0,2.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0
32,Married,Hetero,Mormon,3.0,6.0,4.0,7.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,10.0
13,Never,Bi,Christian Other,2.0,6.0,6.0,7.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0
67,Previously,Hetero,Christian,6.0,2.0,5.0,6.0,7.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0
16,Never,Bi,Other,3.0,3.0,6.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0
18,Never,Hetero,Christian,2.0,7.0,5.0,7.0,7.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
23,Married,Hetero,Atheist,1.0,6.0,4.0,7.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0
42,Never,Hetero,Atheist,7.0,7.0,5.0,2.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
20,Never,Hetero,Christian,7.0,4.0,5.0,3.0,1.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
34,Never,Homo,Christian,1.0,7.0,7.0,6.0,7.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0
44,Previously,Hetero,Agnostic,6.0,6.0,3.0,5.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0
16,Never,Hetero,Atheist,6.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0
17,Never,Hetero,Agnostic,2.0,4.0,6.0,5.0,3.0,4.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,7.0
32,Previously,Hetero,Christian Other,5.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0
19,Never,Hetero,Atheist,6.0,4.0,5.0,2.0,7.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0
16,Never,Hetero,Atheist,5.0,1.0,1.0,3.0,7.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
18,Never,Hetero,Christian,5.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0
17,Never,Hetero,Christian Other,3.0,6.0,3.0,5.0,1.0,2.0,7.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0
36,Previously,Homo,Protestant,1.0,7.0,7.0,5.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,6.0
20,Never,Hetero,Atheist,6.0,6.0,1.0,5.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
27,Never,Hetero,Atheist,1.0,4.0,7.0,7.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,5.0
24,Never,Hetero,Other,1.0,5.0,5.0,7.0,1.0,3.0,6.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0
23,Never,New Types,Agnostic,5.0,5.0,6.0,6.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,7.0
27,Never,Bi,Agnostic,2.0,5.0,6.0,7.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,7.0
17,Never,Bi,Agnostic,2.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,7.0
19,Never,Hetero,Atheist,1.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0
15,Never,New Types,Atheist,1.0,7.0,5.0,7.0,3.0,7.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0
35,Married,Hetero,Christian Other,1.0,5.0,6.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0
46,Married,Hetero,Agnostic,5.0,3.0,4.0,4.0,1.0,5.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,7.0
14,Never,Hetero,Christian Other,1.0,5.0,7.0,7.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0
21,Never,Hetero,Christian,6.0,7.0,5.0,3.0,1.0,1.0,6.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0
13,Never,Hetero,Christian,5.0,5.0,1.0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0
22,Never,Hetero,Atheist,2.0,4.0,4.0,6.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
16,Never,Homo,Atheist,1.0,7.0,7.0,6.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,1.0,2.0,5.0
14,Never,New Types,Christian Other,2.0,2.0,1.0,7.0,2.0,6.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0
16,Married,Asexual,Christian,6.0,5.0,5.0,5.0,7.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0
21,Never,Hetero,Atheist,5.0,2.0,6.0,6.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0
18,Never,Bi,Atheist,5.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0
30,Married,Hetero,Atheist,6.0,6.0,5.0,5.0,7.0,6.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0
18,Never,Hetero,Agnostic,1.0,1.0,7.0,7.0,2.0,7.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,7.0
15,Never,Bi,Jewish,7.0,5.0,5.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,
20,Married,Hetero,Agnostic,1.0,1.0,7.0,7.0,1.0,7.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,7.0
24,Never,Hetero,Atheist,5.0,3.0,6.0,3.0,7.0,7.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0
26,Never,New Types,Protestant,3.0,7.0,7.0,5.0,7.0,1.0,3.0,2.0,4.0,3.0,4.0,1.0,5.0,6.0
38,Married,Hetero,Christian,1.0,3.0,6.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0
38,Never,Bi,Agnostic,5.0,4.0,7.0,6.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,7.0
21,Never,Hetero,Atheist,2.0,4.0,5.0,6.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0
55,Never,Hetero,Atheist,5.0,6.0,6.0,5.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
49,Married,Homo,Agnostic,4.0,5.0,5.0,6.0,2.0,6.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,7.0
